fungsi rocky gerung apa sih kaya yang paling iya aja dia,,,,,,,
"setuju dengan bung rocky, karakter itu melalui kesadaran pikiran bukan dipaksa dan dibentuk lwt badannya.",,,,,,,
Rocky Gerung sama kaya Anies cuma bisa omon omon doang,,,,,,,
Ga nerima kritik? situ otoriter apa gimana?,,,,,,,
"kenapa Rocky gerung ngga kawin kawin , Karena dia takut teori dibuku ngga sesuai kenyataan hidup.😄😄😄",,,,,,,
Rocky Gerung gak punya anak mana tahu rasanya jadi orang tua,,,,,,,
rocky gerung = eva manurung,,,,,,,
gerung debat 100% solusi 0%,,,,,,,
roky gerung cm bisa mengkritik sementara dianya blum bisa berbuat apa2 buat negara,,,,,,,
gua trauma ama cara mulyono ni sblum maju presiden…kdm hmpir sma,,,,,,,
"Aku memang suka Rocky gerung Tp di bandingkan dengan kdm, lebih suka kdm",,,,,,,
2 tipe manusia di dunia ini pertama jago bicara tapi ga bisa kerja kedua sedikit bicara dan jago kerja,,,,,,,
semoga roky gerung cepat dapat jodoh supaya gk mumet pikirannya.dan segera punya anak.,,,,,,,
"ternyata rocky gerung cuma bisa kritik, giliran ditanya apa yang lebih baik dia malah melempar nya lagi dan bilang ""itu bukan wewenang saya""",,,,,,,
kelazz bgt jawabnya,,,,,,,
"Rocky Gerung itu cuma bisa ngomong doang, ga ada tindakan nyata",,,,,,,
akhir prank bella ke dewi perssik full,,,,,,,
ternyata orang judes juga gak suka dijudesin😭😭😭😭😭,,,,,,,
cuman bella yng berani lawan nona ambon🙏,,,,,,,
itu beneran berantem gasiiii???😭😭😭,,,,,,,
bella mewakili 😭,,,,,,,
Nona Ambon VS Bella Medan,,,,,,,
Bella aura labraknya kuat bngt😭,,,,,,,
dewi persik ga mau kalah anjj😹😹😹😹🤭🤭,,,,,,,
"dengan santai nya dia bilang ""oh jelas""",,,,,,,
cuma Bella yg berani melawan nona ambon,,,,,,,
Dewi persik gak tau.. kalau sebenarnya Bella itu Nona Ambon.. 😭😭😭,,,,,,,
bella berani banget lawan nona ambon😭🙏🏻,,,,,,,
ko seru ya liat nya😇,,,,,,,
"aduhh kak bella kamu nggk sendiri ko,ada nona ambon nggk disini???",,,,,,,
"pantes aj berani ngelawan nona Ambon ,orang si Bella asal dari Medan",,,,,,,
kli ini gua dukung dewi persik sih😆😭,,,,,,,
cuman bella yng berani lawan nona ambon🙏,,,,,,,
"""oh jelas"" OMG girl, aku suka nada bicara kamuuu😘",,,,,,,
ada nona Ambon gak di sini (dengan nada keras),,,,,,,
Dewi persik ga mau kalah anjj😹😹😹😹🤭🤭,,,,,,,
Amanda manopo🥰,,,,,,,
amanda manopo sesuai ekspektasiii😭😭,,,,,,,
"tapi akting dia bagus loh, bisa ngimbangin amanda manopo di series paylater",,,,,,,
"tapi dia keren loh, dari viralnya dia itu dia bisa pertahanin sampe skrng malah sampe bisa maen film sama amanda monopo kea keren njer",,,,,,,
cuman nangis karna percintaan jadi viral anjir,,,,,,,
yg pertama 😭😭,,,,,,,
eh fajar pas series sama amanda manopo lucuuu bngt😭,,,,,,,
kalo soal body mah sih Amanda manopo,,,,,,,
fajar lucu tanpa ngejatohin org🥰🥰🥰,,,,,,,
dia emg punya bakat jir,,,,,,,
"""gwenchana yeoo... ""😭",,,,,,,
yang pertama itu beneran di gampar? 🗿,,,,,,,
fajar udah melupakan kita sebelum dia viral 🥺,,,,,,,
dulu fajar sekarang puldeng🗿,,,,,,,
fajar tu naturally funny cuii😭,,,,,,,
1 notif 1 menit belajar 🗿🙏🏾,,,,,,,
gw tiap liat tampang amanda manopo suka ngkak😂😂😭,,,,,,,
"""orang tua saya udah gak ada tinggal ayah sama ibu saya""🗿",,,,,,,
yang pertama itu di tampar beneran?,,,,,,,
"""ikan hiu makan beruang""",,,,,,,
fajar lucu bgt sih😭😭,,,,,,,
tiati bang di bahas ke twitter ngeri anjir😭,,,,,,,
Sefakta ini nyampe x beda lagi 😭🙏🏻,,,,,,,
satu kata : FAKTA!!!,,,,,,,
"jgn lupa ""kemenangan ini untuk pribumi""😂",,,,,,,
"anis bukan teledor njir emng dia ngerencanaain ,dia munafik",,,,,,,
wkwkwkwwkwk woyyyy kenapa baru pada sadarrrr sihhh😭😭😭😭,,,,,,,
"siapa nih yang pencapaian terbesarnya pemilih 01, ngakak bgt sih gw 😭",,,,,,,
"pling lucu itu dulu suka bilang anti reklamasi, tapi tiba-tiba secara senyap surat utk reklamasi di acc. 🤣🤣🤣",,,,,,,
"Ya Allah, lindungi abang ini😭",,,,,,,
minus satu lagi bang. politik agamanya jangan lupa 🫢,,,,,,,
"Kalo dibilang ""ZERO EXECUTION"", kok banyak Apresiasi & Penghargaan dari banyak Komunitas Internasional bahkan dari Pemimpin negara lain ???🤔",,,,,,,
yg kaya gini mau di jadiin presiden 😭 bentukan Indonesia nanti kek gimana 😭,,,,,,,
amit amit klo annies yg kepilih Kemarin Indonesia bakal kayak Amerika sekarang. banyak kebijakan yang ngga jelas,,,,,,,
"awas bang diserbu para budak anies yg gak mau terima fakta seterang ini, mereka tuh maunya anies bagus terus gak ada jeleknya",,,,,,,
narasi sangat sangat iri dengan pak anies 😅😂 kalah pamor dengan pak anies 😅 trus ngarang ngarang cerita 😅,,,,,,,
anis itu pintar teori doang tapi ga bisa mempraktekkan langsung,,,,,,,
"dia netral lo, gubenur hasil usungan kim plus aja dikritisi",,,,,,,
"Tiap ada isu dikit, pasti tu orang ikut-ikutan😂",,,,,,,
"paling lucu ""membangun jembatan"" padahal cuma modal ganti papan dan cat ulang di bilang membangun. 😂😂😂",,,,,,,
Anis tetap yg terbalik penuh dgn segudang prestaii,,,,,,,
ternak mulyono ga sadar sadar sadar🥺🥺🥺,,,,,,,
Ga Hina Anies ga makan 🙏,,,,,,,
emng paling enak jadi influence giring opini di aplikasi ini😹,,,,,,,
Smpe ad jurnalnya 🤣,,,,,,,
hny sj kalah modal. modal utk bayar buzzer..,,,,,,,
Tolong jelaskan juga bagaimana pendapatmu tentang deretan penghargaan bertaraf internasional atau nasionalis. Kenapa bisa didapatkan jika memang hanya zero dan eksekusinya kosong. Biar saya dapat pencerahan🙏,,,,,,,
"anis jd presiden HTI dan FPI akan merajalela di indonesia ini, punya kuasa penuh",,,,,,,
terlalu fakta tapi twitter ga suka,,,,,,,
dr. myeong versi politikus 😭,,,,,,,
"Terkait Plumpang, IMB yang diberikan sifatnya kolektif dengan tujuan supaya dapat diberikan hak kepada warga untuk mendapatkan air bersih dengan biaya yang terjangkau, serta kesempatan-kesempatan lainnya. perihal sengketa tanah dengan Pertamina, tentu itu bukan tugas Pemda tetapi Pertamina gak sih?",,,,,,,
fakta fakta 🤣,,,,,,,
Saya yakin kalo ini video dibawa ke Twitter (X) bakal ... 🗿,,,,,,,
"wkwkwk iya in aja udah, sejak kapan ada manusia bagus 100% prabowo kah, jokowi kah, ganjar kah.",,,,,,,
Hebat bgt pak anies.. uda jadi rakyat biasa aja tetap di bahas org2 keren...🔥 menyala abahku,,,,,,,
sengkuni anis,,,,,,,
"yang bilang ""untung aja dia ga jadi presiden kemaren"", emang sekarang presidennya bener? 🤪",,,,,,,
makin PD 2029 abah nyalon bakal menang😇,,,,,,,
tetap aja Abah anies Baswedan adalah presiden sesungguhnya,,,,,,,
"makanya kemarin milih yg mendingan aja, prabowo gibran emang ga se sempurna itu tapi agak mendingan lah daripada dia",,,,,,,
kak dikit lagi vt lu di masukin di twitter dan siap siap bakal di serbu😭,,,,,,,
"kalo presidennya anies, indonesia bakal jadi negara islam",,,,,,,
tetep semangat kanda ismail bachtiar🔥,,,,,,,
ngomong atas wakil rakyat tpi gk ada gunanya untuk rakyat,,,,,,,
emang ada anggota DPR yg terjun langsung jumpa rakyat?😂,,,,,,,
Saya warga makassar bangga sama ismail bachtiar🔥,,,,,,,
Pemilu kedepannya nggak usah ada yg coblos kertas suara DPR,,,,,,,
perkara gak di undang di hotel mewah,,,,,,,
untuk apa bpk di undang tdk ada gunanya juga,,,,,,,
mata dan telinga untuk rakyat buktinya mana ada 😄,,,,,,,
"maksd nya itu pengen eksis pak kalo ada peresmian, biar bisa kepilih lagi periode berikut, padahal mah ikutan kerja jg kagak🤣🤣🤣🤣🤣🤣",,,,,,,
"ngomong mata telinga nya rakyat tapi, di saat rakyat membutuh kan di dengarkan oleh wakil rakyat aja, pura pura budek🤣",,,,,,,
Budi arie periksa😂😂😂,,,,,,,
"ngewakilin siapa 🤣. anggota DPR mana yg masih turun kerakyat klu sdh dapat kursi, lucu anda 🤣",,,,,,,
pasti ada jasa besar dr seorang Budi Arie atas kemenangan Prabowo hingga isu judol tidak bisa Memberhentikan dia dr Mentri.. jasa apa kira kira.. 😜🤣😂,,,,,,,
"🤣🤣🤣🤣🤣bawa bawa rakyat, apa harus di jawab .?",,,,,,,
preeet mata & telinga rakyat sama aj kalian klw sudah duduk disana cm memperkaya diri.🤭🤭😇😇😇😇,,,,,,,
Lucu ini DPR 😂,,,,,,,
"Koperasi yg Dibuat untuk Petani Agar BerHUTANG😂 Jaminan Sertifikat, kena Biaya Administrai, Notaris dll Plus Bunga🤣 😂",,,,,,,
sibuk ngurusin perutnya sendiri ini,,,,,,,
rakyat mana yg kalian wakili malah klian diam klu rkyat zusah,,,,,,,
knp sih pejabat slalu mengatas nm kan atas nm rakyat,,,,,,,
"kalo mau ngomong atas nama rakyat, ya turun ke rakyat dong, jangan cuma ngomong doang",,,,,,,
beliau adalah anggota stin tapi sudah keluar memilih menjadi advokat,,,,,,,
lu cuma satpam koramil,,,,,,,
😂 sekarang jadi tentara besok jadi apa lagi ini orang,,,,,,,
satpam🗿,,,,,,,
ternyata pernah jadi Satpam juga ya,,,,,,,
"baju satpam juga ada yg ijo kaya tni, mirip2 linmas atau hansip. tapi model pdh TNI",,,,,,,
Beliau Aslinya ANGKATAN !!!,,,,,,,
awas bang saya roy suryo di bilang foto palsu😅😅,,,,,,,
dinas dmn bang,,,,,,,
Intel😭,,,,,,,
Siap ... laporan komandan 😎 🙏,,,,,,,
"mitra Koramil rata"" gayanya lebih dri militer 😂",,,,,,,
mohon maaf sebenarnya keluarga sudah tau keluar memilih untuk di rawat jalan aja Dlu ...🙏🙏🙏,,,,,,,
byk yg tertawa. tapi yg punya foto lebih pintar.,,,,,,,
"poto yang pertama itu satpam,",,,,,,,
Mitra Koramil inimah,,,,,,,
beliau ini udah bintang 🌟🌟🌟🌟🌟,,,,,,,
panglima TNI aja orang nomor 1 di TNI bintang 4 itu udah mentok tapi beliau mampu melampaui panglima TNI dengan bintang 5 nya anda luar biasa paman.,,,,,,,
mantap abangku,,,,,,,
sakit perut😂,,,,,,,
saya kira ini foto satpam,,,,,,,
"mau di bilang tentara-tentaraan jg, dia tentara beneran 🤣",,,,,,,
Lucu bgt presiden gue😭😭😭,,,,,,,
ngikutin kata otak ini mah🗿,,,,,,,
"Ya Allah panjangkan umur beliau, lindungi beliau dari orang"" zolim dan jahat, sehatkan beliau dan jaga selalu beliau dimnapun,, Aamiin 🤲🏻🤲🏻🤲🏻",,,,,,,
"bjirr, kirain emang dsruh ngikut 😭",,,,,,,
bapak : gue juga bisa begini doang😭😭🤣🤣🤣,,,,,,,
pasti gabut tuh pak prabowo,,,,,,,
kalo ga ada reformasi mungkin prabowo menjabat sama kaya putin 😂,,,,,,,
luccuu amaaayy pliss jangan kurus duulu🥰,,,,,,,
tuhkan mirip bgt sm bobby 😭😭,,,,,,,
pada fokus sama ijasah palsu jadi lupa nih sama makan siang gratis 😁,,,,,,,
jiwa prajuritnya muncul' sehat selalu pak presiden🥰,,,,,,,
malah ikutan😭🤏🏽,,,,,,,
heee pak kenapa ikutan jugaaa 😫😫😫,,,,,,,
Mukanya pak wowo mirip bobby😭,,,,,,,
"Pak gua di hujat abis abisa karna milih prabowo di Aceh, tolong buktikan ke kita pak bagian 700.000 orang Aceh yang milih Prabowo, bahwa anda adalah presiden yanv kelak akan mrmbawa Indonesia menjadi lebih baik🔥",,,,,,,
Ya allah pak...tentara memang sperti itu sih bpakku aja biasa bgitu 🤭🤭,,,,,,,
pas pak prabowo senyum ko jd mirip boby yaa😭🙏🏼🙏🏼🙏🏼,,,,,,,
mungkin keinget zaman dulu kali ya bapak,,,,,,,
rakyat+62 liat tu presiden kita🥰,,,,,,,
"Pak Prabowo, sehat selalu ya pak, semoga bapak bisa membawa Indonesia lebih baik lagi kedepannya, Aamiin",,,,,,,
"ga bakal mungkin bisa, sinwoo dulu lawan Jihan/jibeom aja kalah",,,,,,,
mengisi? posisi kan udh di isi sama jichang. lagian kalo by one gua masih megang jichang,,,,,,,
Berat wak saingannya jichang,,,,,,,
Seru juga tu nanti dia di buru lj adu speed ia 😁,,,,,,,
"jichang high diff , HSW ga boleh diremehin",,,,,,,
ada alasan mengapa dia bisa mengisi kalian kira ptj sengaja doang letak narasi gitu smua narasi yg dibuat ptj smua ada alasan,,,,,,,
boleh minta link bacanya engga bang?,,,,,,,
sebenerny sinwo ini bisa jadi lawan yg cukup brt buat ji chang karen sinwo pny potensi yg bagus terbukti dari dia bisa menggunakan IA yang mana hnya sdkt org yg bisa. cuma kembali lagi ke narasinya ptj😅,,,,,,,
"nahh, hsw sendiri udah aktif memimpin suatu kelompok saat era gen 1, harusnya dia udah masuk gen 1..dan diceritakan sejak dlu..jalanan big deal udah jadi rebutan banyak orang..dan hsw ngalahin mreka",,,,,,,
hsw kalau sekarang mungkin bisa lah ngasih perlawanan yang bagus ke jichang bahkan mungkin bisa ngingetin trauma masa lalu jichang yang disamsakin lj.,,,,,,,
ga bakalan bisa blom unlock ia ama crewnya beda jauh ama jichang,,,,,,,
at least bring someone like kwak sinwoo,,,,,,,
pfttt lawak sinnwo jaman itu masih kroco belum bisa IA 😹😹,,,,,,,
"di jaman itu shinwo belum punya ia, dia juga di low diff junggo pakai sumpit. jadi mustahil buat nge geser/ngalahin ji chang, tapi kalau shinwo yang udah jadi raja pertarungan bawah tanah ilhae dan udah unlock ability IA gua yakin dia bisa",,,,,,,
kena axe kick completed lj langsung tepar yg ada,,,,,,,
"miss translate, aslinya itu big deal masuk ke generasi circle & han sinwo pernah bertemu raja seoul",,,,,,,
hsw sebelum join ilhae? jir disentil jichang,,,,,,,
jichang low diff max harusnya no diff tapi yaudalah,,,,,,,
"seandainya pun ga bakal bisa dapetin Seoul,dari Power aja udh keliatan jichang>hsw",,,,,,,
"jichang low diff hsw, jichang udah unlock ia sedangkan hsw belum",,,,,,,
"dia artis, dia gak suka yg kotor2 mandi aja pake air aqua anjir🤣",,,,,,,
"KOK BISA YA ,ADA YG MILIH JADI ANGGOTA DPR MODEL KAYA GINI 🤣😂🤣",,,,,,,
Varel di tunggu kolab nya sma pandawara seru kaya nya 😌,,,,,,,
KDM dan Aisar keren bangat,,,,,,,
siapa milih DPR main cinta2 ini🤣🤣🤣..,,,,,,,
"kok gua geli ya dengernya 🤣🤣🤣 astaghfirullah, bukannya nyemangati rakyatnya malah miss u Miss u an🤣🤣🤣🙏🙏🙏ada lagi aja😑",,,,,,,
Dpr bisa diberhentikan/dipecat ga si?,,,,,,,
"mana bisa dia,, mandi aja pake air aqua 😂👍",,,,,,,
Tolong gak usah hubungkan Aisar sama Anggota Dewan kak.. Udah bedaa.. Satu digaji rakyat satu modal sendiri. Satu disetir partai satu ga ada yg setir jalan sendiri.. Udah beda kak..,,,,,,,
pacaran aja dikawal ajudan main playground😅,,,,,,,
Siapa sihh yang pilih si varel jadi dewannn bisa bisa nya 😫,,,,,,,
"dikritik ntar dikira Fans Ais🤭 pdhal dia udah terjun ke dunia politik pastinya dikritik semua kalangan , jgn dikit² dikatain adul🙈",,,,,,,
hhh kenapa harus vidio yang ini yang di ambil. kan vidio verel juga banyak yang sedang di lapangan bersama masyarakat ini lah kalo mau menjatuhkan 0rang di cari sisi buruk😂😂😂,,,,,,,
kerja DPR mengkritik bukan kerja langsung😂😁😁,,,,,,,
dia mau turun lapangan klo ada undangan jd dia tnggu di undang bru turun kelapangan🤣🤣🤣🤣,,,,,,,
dia itu anak mami gak bisa kotor2,,,,,,,
"jangan percaya omongan pejabat ato apapun itu, instansi negara yang penampilannya mewah rapih,mereka gak bakal mikirin rakyat",,,,,,,
"kemana mana pake bodyguard berapa kaya ceo ceo gtu yeeee, lawak😅😅",,,,,,,
turun joging doang dan percintaan di urusin nya 😁,,,,,,,
gubernur koq bandingkan sama anggota DPR...yg dibandingkan cuma verel lagi...emang anggota DPR cuma verel...orang ngak suka ada aja...,,,,,,,
"DPR itu kerjaannya cuma ngomong doang, gak ada kerja nyata nya",,,,,,,
nenek anj😭,,,,,,,
POV:gen z KLO Uda jdi nenek🗿,,,,,,,
bjir ngambek,,,,,,,
gadis vintage,,,,,,,
neneknya emm majokk,,,,,,,
Mak Eros sama Juni ternyata udah dari dulu syuting bareng😭😭,,,,,,,
melebihi mulut anak gadis²🗿,,,,,,,
Ngpa dua”nya ddepan😭,,,,,,,
nenek jangan gitu ih malu😭,,,,,,,
ketika 2 besti gen z udh tua,,,,,,,
dramatis amat anjj 😭😭😭,,,,,,,
au ah ngambekkkk😭,,,,,,,
woii nenek² masih bisa ngambek?,,,,,,,
neneknya masih ada gasih?,,,,,,,
"vibes nya berasa banget😂, bangun jam 3 nonton ini🥺",,,,,,,
Hemh majuk,,,,,,,
pov:2nenek ini ketika bermain di dunia terbalik,,,,,,,
gua dulu kesel bgt sama nene nene ini setiap nonton film ppt😭,,,,,,,
tag besty kalian 👇😭😹,,,,,,,
tolong tolonggggggg tolonggggggggggggggg😭😭 nenek anj,,,,,,,
neneknya masih ada gasih?,,,,,,,
AHY dikasih ruang dan pangung oleh Pak Prabowo untuk lebih eksis..yang pastinya untuk kelanjutan kepemimpinan di Indonesia.. Mantap.,,,,,,,
calon gubernur saja gagal cm brp persen. skrg malah jdi menteri,,,,,,,
calon president masa depan 🇮🇩🔥🔥🔥👍👍,,,,,,,
asli klo presiden AHY pantas banget. wibawa banget 🙏,,,,,,,
Dedi mulyadi ahy atau ahy Dedi mulyadi insyaallah mantap 🥰🥰🥰,,,,,,,
AHY & KDM 🔥💙 ada Lawan???,,,,,,,
2029 AHY for Indonesia 💙🔥🫡,,,,,,,
Ahy berwibawa ..saya mau gabung k partainya tp blm tahu caranya...,,,,,,,
Allahu mas agusss pesonanya gagah bettt,,,,,,,
mata saya jeli dan teliti 🥰🥰🥰.. agar nanti 2029 saya tidak salah dalam memilih pemimpin dan dari partai mana saja ... mas AHY kerja untuk rakyat,,,,,,,
insyaallah... Pak AHY Presiden kita yg berikutnya 2034,,,,,,,
calon presiden indo 2029 menurut gw yg cocok menko ahy menlu sugiono gubernur jabar dedi mulyadi,,,,,,,
2029 cocok di sandingkan dg KDM,,,,,,,
"Belio sudah di persiapkan untuk menjadi pemimpin negara ini,sehat selalu pak AHY calon presiden republik indonesia",,,,,,,
kepercayaan luar.biasa dari presiden prabowo dan sbg orang lama di protokol saya melihat ini sinyal sinyal positif,,,,,,,
AHY Presiden RI 2029💙💙💙💙💙,,,,,,,
ahy harus JD president the next,,,,,,,
the next presiden Indonesia 🙏,,,,,,,
"bergabung kabinet merah putih tentunya kando kito Papiku maaf sebelumnya senang lihatnya Bapak Dr. H. Agus Harimurti Yudhoyono, M.Sc., M.P.A., M.A.",,,,,,,
bulan 8 sdh jadi wapres mae ahy..merdeka,,,,,,,
Pak Prabowo sudah mempersiapkan AHY untuk menjadi Presiden Republik Indonesia 2029,,,,,,,
ekspresinya kayak nantangin balap😂,,,,,,,
EMG agak Laen nih gubernur Sumsel ga ada gebrakan nya cumn diem di tempat,,,,,,,
Pura pura test drive aselinya otw nganter ke barak😹,,,,,,,
saya orang sumsel ..mengakui..wkwkw gubernur kami paling hedon... kunjungan ke daerah2 naek hely terus..mana tau jalan provinsi rusak..hahhaa,,,,,,,
yg dibonceng gelisah bgt kelihatannya 🤣,,,,,,,
kang dedi mulyadi core 😁,,,,,,,
KDRT(Kang Dedi Racing Team)🔥,,,,,,,
sewa helikopternya pake pajak negara😹,,,,,,,
"KDM ""KING DEDI MULYADI""🔥",,,,,,,
"gubernur Sumsel bener bener afk njir, palembang gak ada perubahan hahh",,,,,,,
Satu KDM ajah bikin ketar/ketir oknum pejabat apa lgh ada 10,,,,,,,
KDM (king drag mulyadi) 🗿,,,,,,,
"masih mending itu, Gubernur gw malah riview durian",,,,,,,
king drag Mulyadi ☠️,,,,,,,
"perbedaan jauh banget, yg atas mengikuti aturan, yg bawah ga mengikuti aturan",,,,,,,
Ayok kawan-kawan kita naikan bapak kita satu ini jadi Capres dan kita menangkan salken Lombok🔥🔥🔥,,,,,,,
bjirt kang dedi mulyadi💀,,,,,,,
SINGKATAN DARI KDM APA ANAK ANAK KANG DEDI MULYADI❎ KING DRAG MULYADI ✅,,,,,,,
mulyadi: p info balap,,,,,,,
king drag Mulyadi alias KDM🗿,,,,,,,
"kdm, king drag Mulyadi 😈",,,,,,,
y di bawah jelmaan Mulyono...sama persis pencitraannya,,,,,,,
"pura"" test motor pdhl mau dibawa ke barak✋🏿😂🤚🏿",,,,,,,
"kalo kata maha guru besar yg mulia rocky gerung, kdm cuma jual visualisasi dan merupakan mulyono jilid 2. tapi heran nya dia gak pernah ngomentarin gubernur lain yg nyeleneh",,,,,,,
"gw yg warga Sumsel aja heran bgt dia menang 2 periode, pdhl Sumsel hampir gelap gulita dibawah pimpinan dia🗿",,,,,,,
ekspresinya kayak ngajak balap giliran diladenin malah dibawa ke barak🔥,,,,,,,
"lebih ngeri lagi gubernur gua,malah g ada d tempat...",,,,,,,
serius nanya emang boleh bawa motor GK pake helm ?,,,,,,,
"yg bawah pencitraan, nah yg atas ini beneran pejabat",,,,,,,
mending kinerja pak ridwan kamil🙏,,,,,,,
KDM (King Drag Mulyadi) 😎,,,,,,,
"ya karna di sumsel jalannya pada rusak, yakali naik mobil berasa naik kuda wkwk",,,,,,,
Saya orang Tapanuli Utara. Saya katakan saat ini hanya beliau satu satunya Gubernur yang benar benar bekerja untuk bangsa dan negara. Beliau adalah Gubernur Aing. sehat selalu pak Dedi. Indonesia membutuhkanmu. Next Presiden,,,,,,,
kawal kang dedi sampai mencalonkan wapres 🔥,,,,,,,
Walaupun gitu tapi Sumsel lebih maju dripda Jabar 😎,,,,,,,
yang di bonceng motor kaya takut gitu mukanya,,,,,,,
mana polisi nih kok gak pake helm gak di tilang 😂,,,,,,,
"kang dedi ajak gubernur sumsel ke barak aja, soalnya dia gatau klo jalan daerah sumsel rusak parah karna ke seringan naik helikopter 😩🙏🏻",,,,,,,
ya karna jalannya rusak makanya naik heli 🔥,,,,,,,
Jawa gacor 😂,,,,,,,
kalo di sumsel mah naik motor ga pake helm udah biasa,,,,,,,
"Kesenjangan karir🙏🙏😭 yg 1 acara penting, dia yg penting acara 🙏",,,,,,,
yakup hasibuan mirip si rob clinton 😅,,,,,,,
kesenjangan acara😭,,,,,,,
"yang satu di kerumunin media, yang ini nyamperin media 🗿",,,,,,,
sayang bngt jd kuasa hukum jokowi perkara hal sepele wkwk. Semoga abang2 ini bisa menjaga integritas kejujurannya,,,,,,,
"yang satu real ""mode pengacara"", yg satu ""mode PENGangguran bAnyak aCARA"" karna di undang sana sini 😭🤣",,,,,,,
bang bagusnya kuliah di ui atau ugm yak?😁😁😁,,,,,,,
"reaksiku pas nonton berita ""lah itu pengacaranya.. yallah siapa namanya pokoknya temennya si pasming based deh""",,,,,,,
bang dulu hukum kosentrasi apa,,,,,,,
Terlalu sama mas kantor polisinya 🙏😆,,,,,,,
gue lebih kaget dia kakanya artisss cilik kaget bgt.. trs tambah kaget dia kuliah di LN + pengacara njir kaget comboooo 🤣🤣🤣,,,,,,,
"Yang satu jadi incaran media, yang satunya lagi malah yang ngincar media😂😂",,,,,,,
Aura badboy nya kuat banget king🥹🙏🏻,,,,,,,
"yng satu kk nya artis, yang satunya suaminya artis😂",,,,,,,
takut banget bang yakup diracunin tiktok sama mas pasming 😭,,,,,,,
Kayanya pasming based sayang banget sama bestinya itu ya😭🤣🤣,,,,,,,
mank muat masuk tipi b2 🤔🤔🤔,,,,,,,
sama sama di kantor polisi 😁,,,,,,,
pertamaaa,,,,,,,
bedanya yang satu masuk tv karna pengajara yang satu jdi tamu komedian,,,,,,,
yg satu serius hukum yang satu serius gemesh🥰,,,,,,,
buset bang updetnya dini hari😭,,,,,,,
dia kuasa hukum jokowi saya kuasa hukum mantan gubernur kamu jadi kuasa hukum siapa?,,,,,,,
tp beda di genre ya bang,,,,,,,
Matap bang hebat nyoh,,,,,,,
lah gua malah mikir ko bisa pasming temenan sama pengacara jokowi😂,,,,,,,
sama² melapor,,,,,,,
plissss ngakakk bngtt tolong,,,,,,,
keren ih #pasmingprend 😂,,,,,,,
bang tips jadi keren seperti abang gimana caranya?,,,,,,,
kak ngakak,,,,,,,
Bahahhahahhahhaa,,,,,,,
bang masuk tv lewat jalan mana?,,,,,,,
haha,,,,,,,
ril kesenjangan🙏🏻,,,,,,,
yg satu mode serius....yg satu mode cengar cemgirrr😂😂😂😂 tp sama ganteng kok🥰🥰🥰,,,,,,,
editan nya keren,,,,,,,
ok king,,,,,,,
Pokonya ngak sama lah 😆🔥,,,,,,,
keren bgt ketua kita gesss😭,,,,,,,
"kakak nya artis, dia nya pengacara",,,,,,,
